,id,username,date,retweet
11856,1344914426747441158,radioelshinta,2021-01-01,@sbyfess
11857,1344817286335533056,radioelshinta,2021-01-01,
11858,1344622905716445184,radioelshinta,2020-12-31,
11861,1344549327985754112,radioelshinta,2020-12-31,
11862,1344530243998994433,radioelshinta,2020-12-31,
11863,1344520677907263488,radioelshinta,2020-12-31,
11865,1344518848981078016,radioelshinta,2020-12-31,
11866,1344510750711169024,radioelshinta,2020-12-31,
11868,1344206073947848705,radioelshinta,2020-12-30,@sbyfess
11869,1344159065111285762,radioelshinta,2020-12-30,
11870,1343923573061107717,radioelshinta,2020-12-29,@sbyfess
11871,1343912624388333573,radioelshinta,2020-12-29,
11872,1343701706605953025,radioelshinta,2020-12-29,
11873,1343570114004729859,radioelshinta,2020-12-28,
11875,1343448090070589440,radioelshinta,2020-12-28,
11877,1343203107409338369,radioelshinta,2020-12-27,
11878,1343119246004404225,radioelshinta,2020-12-27,
11879,1343088653933760512,radioelshinta,2020-12-27,
11880,1342787575728152577,radioelshinta,2020-12-26,
11886,1340465770535370753,radioelshinta,2020-12-20,
11891,1339850956108787712,radioelshinta,2020-12-18,
11892,1339560635751751682,radioelshinta,2020-12-17,
11897,1339345032063537152,radioelshinta,2020-12-17,
11898,1339317179641053185,radioelshinta,2020-12-17,
11899,1339271813990211584,radioelshinta,2020-12-17,
11901,1339240529758842880,radioelshinta,2020-12-16,
11902,1339234950600564738,radioelshinta,2020-12-16,
11904,1339119883167002635,radioelshinta,2020-12-16,@sbyfess
11905,1338999961741000704,radioelshinta,2020-12-16,@sbyfess
11958,1335595170348208128,radioelshinta,2020-12-06,@IniPamulang
12028,1326243226450333698,radioelshinta,2020-11-11,@sbyfess
12035,1324700691927977985,radioelshinta,2020-11-06,@sbyfess
12038,1324156767333355520,radioelshinta,2020-11-05,@sbyfess
12043,1323433803386216451,radioelshinta,2020-11-03,@sbyfess
12046,1323401070417043456,radioelshinta,2020-11-03,@sbyfess
12049,1323069828739989504,radioelshinta,2020-11-02,@sbyfess
12054,1321790110656995328,radioelshinta,2020-10-29,@sbyfess
12056,1321226640622407680,radioelshinta,2020-10-28,@sbyfess
12059,1320783446424211457,radioelshinta,2020-10-27,@sbyfess
12063,1320669504087552004,radioelshinta,2020-10-26,@sbyfess
12065,1320289385825234944,radioelshinta,2020-10-25,3h
12066,1320280656148983808,radioelshinta,2020-10-25,@sbyfess
12067,1319983073170132992,radioelshinta,2020-10-24,@sbyfess
12068,1319842482088099845,radioelshinta,2020-10-24,@sbyfess
12078,1319297854553243649,radioelshinta,2020-10-22,
12080,1319213178979405825,radioelshinta,2020-10-22,
12081,1319099598116274176,radioelshinta,2020-10-22,
12082,1319099553191096320,radioelshinta,2020-10-22,
12084,1319081033757872132,radioelshinta,2020-10-22,
12086,1319050834332798976,radioelshinta,2020-10-22,@sbyfess
12087,1319033034029498368,radioelshinta,2020-10-22,
12093,1318707320440881153,radioelshinta,2020-10-21,
12094,1318623318002462720,radioelshinta,2020-10-21,
12096,1318548615753859072,radioelshinta,2020-10-20,
12097,1318528436051214339,radioelshinta,2020-10-20,
12098,1318518576718950400,radioelshinta,2020-10-20,
12099,1318515754296201216,radioelshinta,2020-10-20,
12100,1318497408108564483,radioelshinta,2020-10-20,
12101,1318368877227593728,radioelshinta,2020-10-20,
12104,1318146540586766336,radioelshinta,2020-10-19,@sbyfess
12105,1318124293901840385,radioelshinta,2020-10-19,@sbyfess
12107,1318081426173014016,radioelshinta,2020-10-19,
12109,1318071423412285440,radioelshinta,2020-10-19,@sbyfess
12110,1318045826267033600,radioelshinta,2020-10-19,@sbyfess
12111,1318040426335653888,radioelshinta,2020-10-19,@sbyfess
12112,1317834865547517952,radioelshinta,2020-10-18,@sbyfess
12113,1317758396607520769,radioelshinta,2020-10-18,
12234,1298657708447432705,radioelshinta,2020-08-26,@sbyfess
12238,1298453035216072704,radioelshinta,2020-08-26,@sbyfess
12239,1298444285914705922,radioelshinta,2020-08-26,@sbyfess
12242,1298092674445008897,radioelshinta,2020-08-25,@sbyfess
12243,1298070075455356928,radioelshinta,2020-08-25,@sbyfess
12244,1297861023269941249,radioelshinta,2020-08-24,@sbyfess
12246,1297806496990814209,radioelshinta,2020-08-24,@codingfess
12247,1297806165158457350,radioelshinta,2020-08-24,@sbyfess
12251,1297792821215129600,radioelshinta,2020-08-24,@sbyfess
12253,1297423877006491650,radioelshinta,2020-08-23,
12255,1297079811181916160,radioelshinta,2020-08-22,
12257,1296897538599968769,radioelshinta,2020-08-22,
12259,1296471792614289414,radioelshinta,2020-08-20,
12264,1295794863615557632,radioelshinta,2020-08-19,
12265,1295714849478053889,radioelshinta,2020-08-18,
12267,1294742881001906176,radioelshinta,2020-08-16,
12268,1294661529489436672,radioelshinta,2020-08-15,
12270,1294597257178656769,radioelshinta,2020-08-15,
12272,1294539377368997888,radioelshinta,2020-08-15,
12276,1294079184428347393,radioelshinta,2020-08-14,
12277,1293720969257787396,radioelshinta,2020-08-13,
12278,1293705100121108481,radioelshinta,2020-08-13,@sbyfess
12279,1293645719568441346,radioelshinta,2020-08-13,
12280,1293597016161832962,radioelshinta,2020-08-13,@sbyfess
12281,1293473500129239040,radioelshinta,2020-08-12,@sbyfess
12282,1293469681949450241,radioelshinta,2020-08-12,@sbyfess
12284,1293300280226766848,radioelshinta,2020-08-12,@sbyfess
12285,1293284943473152000,radioelshinta,2020-08-12,@sbyfess
12287,1293249551759892481,radioelshinta,2020-08-12,@sbyfess
12288,1293242891913932800,radioelshinta,2020-08-12,@sbyfess
12289,1293236409831051264,radioelshinta,2020-08-12,
12291,1293219530257252352,radioelshinta,2020-08-11,
12294,1293063970270539777,radioelshinta,2020-08-11,
12295,1293053823456403463,radioelshinta,2020-08-11,
12296,1293002379583877121,radioelshinta,2020-08-11,
12297,1293002202542272512,radioelshinta,2020-08-11,
12299,1293001808818786304,radioelshinta,2020-08-11,
12300,1292961166319210497,radioelshinta,2020-08-11,
12301,1292892041165205504,radioelshinta,2020-08-11,
12308,1291678668234743809,radioelshinta,2020-08-07,@sbyfess
12312,1291534816739909632,radioelshinta,2020-08-07,@sbyfess
12313,1291488599020408832,radioelshinta,2020-08-07,
12334,1378502235013832707,radioelshinta,2021-04-04,@RadioKatolikana
12335,1377540484906713095,radioelshinta,2021-04-01,@RadioKatolikana
12337,1377479187099910149,radioelshinta,2021-04-01,@RadioKatolikana
12339,1376907472477167616,radioelshinta,2021-03-30,
12341,1376757679964647426,radioelshinta,2021-03-30,
12342,1376702854006771713,radioelshinta,2021-03-30,
12343,1376680060380270594,radioelshinta,2021-03-30,@RadioKatolikana
12344,1376613881326407680,radioelshinta,2021-03-30,@RadioKatolikana
12348,1375987719587827713,radioelshinta,2021-03-28,
12349,1375325818990198788,radioelshinta,2021-03-26,
12350,1375277072394899458,radioelshinta,2021-03-26,
12351,1375276905369235458,radioelshinta,2021-03-26,
12352,1375161813654904835,radioelshinta,2021-03-26,@RadioKatolikana
12353,1375095030973489155,radioelshinta,2021-03-25,@RadioKatolikana
12355,1374993644449529860,radioelshinta,2021-03-25,@sbyfess
12357,1374789359266795525,radioelshinta,2021-03-25,@RadioKatolikana
12360,1374556584668372997,radioelshinta,2021-03-24,
12361,1374028119552630790,radioelshinta,2021-03-22,@sbyfess
12366,1373574055824084993,radioelshinta,2021-03-21,
12368,1373443372984070147,radioelshinta,2021-03-21,
12369,1373201590794944512,radioelshinta,2021-03-20,@RadioKatolikana
12370,1373177854188396546,radioelshinta,2021-03-20,@RadioKatolikana
12371,1373176252463419394,radioelshinta,2021-03-20,
12372,1373093903675531264,radioelshinta,2021-03-20,
12374,1373087350935359490,radioelshinta,2021-03-20,
12377,1372881425100275717,radioelshinta,2021-03-19,
12380,1372036601715462147,radioelshinta,2021-03-17,
12503,1361434611260170241,radioelshinta,2021-02-16,
12512,1360743762784178179,radioelshinta,2021-02-14,
12513,1360662523905626114,radioelshinta,2021-02-14,
12522,1359959139754119169,radioelshinta,2021-02-12,
12524,1359722949725491203,radioelshinta,2021-02-11,@owimamen666
12526,1359526790289448963,radioelshinta,2021-02-10,
12529,1358470436867088384,radioelshinta,2021-02-08,
12531,1358342948551753730,radioelshinta,2021-02-07,
12533,1357744277070123008,radioelshinta,2021-02-06,
12534,1357131518188027905,radioelshinta,2021-02-04,
12536,1356740818103529472,radioelshinta,2021-02-03,@sbyfess
12537,1356453994617397253,radioelshinta,2021-02-02,
12539,1356206084130672643,radioelshinta,2021-02-01,
12546,1356085267845705729,radioelshinta,2021-02-01,
12547,1355846832518090755,radioelshinta,2021-01-31,@felix57
12560,1354759287201959936,radioelshinta,2021-01-28,
12568,1354281358625959936,radioelshinta,2021-01-27,@sbyfess
12575,1353530683428200448,radioelshinta,2021-01-25,
12578,1353313503071793155,radioelshinta,2021-01-24,@sbyfess
12582,1353213372347518976,radioelshinta,2021-01-24,
12598,1351896009274650632,radioelshinta,2021-01-20,@salahsambungya
12609,1350809748526952449,radioelshinta,2021-01-17,@faridariadno
12623,1349892373568913408,radioelshinta,2021-01-15,@MustofaSmith
12626,1349703619453456384,radioelshinta,2021-01-14,@donihadipurnomo
12631,1349629826315894785,radioelshinta,2021-01-14,@eggsic
12702,1346776563358994433,radioelshinta,2021-01-06,
12705,1346724451056979969,radioelshinta,2021-01-06,
12707,1346702276128169984,radioelshinta,2021-01-06,
12710,1346631425185890304,radioelshinta,2021-01-06,
12711,1346624475270266880,radioelshinta,2021-01-06,
12712,1346621506172846080,radioelshinta,2021-01-06,@sbyfess
12714,1346536008418951168,radioelshinta,2021-01-06,@sbyfess
12716,1346374992133410817,radioelshinta,2021-01-05,@sbyfess
12717,1346326537096708096,radioelshinta,2021-01-05,
12718,1346312654650974208,radioelshinta,2021-01-05,
12720,1346250130471620610,radioelshinta,2021-01-05,
12723,1346022567396556800,radioelshinta,2021-01-04,
12724,1345957076556603393,radioelshinta,2021-01-04,@sbyfess
12727,1345918259095248897,radioelshinta,2021-01-04,
12731,1345669237327630336,radioelshinta,2021-01-03,
12732,1345271445459324930,radioelshinta,2021-01-02,
12736,1344922775836786692,radioelshinta,2021-01-01,@sbyfess
12737,1344914426747441158,radioelshinta,2021-01-01,
12738,1344817286335533056,radioelshinta,2021-01-01,
12742,1344549327985754112,radioelshinta,2020-12-31,
12743,1344530243998994433,radioelshinta,2020-12-31,
12744,1344520677907263488,radioelshinta,2020-12-31,
12746,1344518848981078016,radioelshinta,2020-12-31,
12747,1344510750711169024,radioelshinta,2020-12-31,
12749,1344206073947848705,radioelshinta,2020-12-30,
12750,1344159065111285762,radioelshinta,2020-12-30,
12751,1343923573061107717,radioelshinta,2020-12-29,
12752,1343912624388333573,radioelshinta,2020-12-29,@sbyfess
12753,1343701706605953025,radioelshinta,2020-12-29,
12754,1343570114004729859,radioelshinta,2020-12-28,
12756,1343448090070589440,radioelshinta,2020-12-28,
12758,1343203107409338369,radioelshinta,2020-12-27,
12759,1343119246004404225,radioelshinta,2020-12-27,
12760,1343088653933760512,radioelshinta,2020-12-27,
12761,1342787575728152577,radioelshinta,2020-12-26,@sbyfess
12767,1340465770535370753,radioelshinta,2020-12-20,
12772,1339850956108787712,radioelshinta,2020-12-18,
12773,1339560635751751682,radioelshinta,2020-12-17,
12778,1339345032063537152,radioelshinta,2020-12-17,
12779,1339317179641053185,radioelshinta,2020-12-17,
12780,1339271813990211584,radioelshinta,2020-12-17,
12782,1339240529758842880,radioelshinta,2020-12-16,
12783,1339234950600564738,radioelshinta,2020-12-16,
12785,1339119883167002635,radioelshinta,2020-12-16,
12786,1338999961741000704,radioelshinta,2020-12-16,
12839,1335595170348208128,radioelshinta,2020-12-06,@onggieherewego
12909,1326243226450333698,radioelshinta,2020-11-11,@sbyfess
12916,1324700691927977985,radioelshinta,2020-11-06,@sbyfess
12919,1324156767333355520,radioelshinta,2020-11-05,@sbyfess
12924,1323433803386216451,radioelshinta,2020-11-03,
12927,1323401070417043456,radioelshinta,2020-11-03,@sbyfess
12930,1323069828739989504,radioelshinta,2020-11-02,
12935,1321790110656995328,radioelshinta,2020-10-29,
12937,1321226640622407680,radioelshinta,2020-10-28,
12940,1320783446424211457,radioelshinta,2020-10-27,
12944,1320669504087552004,radioelshinta,2020-10-26,
12946,1320289385825234944,radioelshinta,2020-10-25,@sbyfess
12947,1320280656148983808,radioelshinta,2020-10-25,
12948,1319983073170132992,radioelshinta,2020-10-24,
12949,1319842482088099845,radioelshinta,2020-10-24,
12959,1319297854553243649,radioelshinta,2020-10-22,
12961,1319213178979405825,radioelshinta,2020-10-22,
12962,1319099598116274176,radioelshinta,2020-10-22,
12963,1319099553191096320,radioelshinta,2020-10-22,
12965,1319081033757872132,radioelshinta,2020-10-22,
12967,1319050834332798976,radioelshinta,2020-10-22,
12968,1319033034029498368,radioelshinta,2020-10-22,
12974,1318707320440881153,radioelshinta,2020-10-21,
12975,1318623318002462720,radioelshinta,2020-10-21,
12977,1318548615753859072,radioelshinta,2020-10-20,
12978,1318528436051214339,radioelshinta,2020-10-20,
12979,1318518576718950400,radioelshinta,2020-10-20,
12980,1318515754296201216,radioelshinta,2020-10-20,
12981,1318497408108564483,radioelshinta,2020-10-20,
12982,1318368877227593728,radioelshinta,2020-10-20,
12985,1318146540586766336,radioelshinta,2020-10-19,@sbyfess
12986,1318124293901840385,radioelshinta,2020-10-19,@sbyfess
12988,1318081426173014016,radioelshinta,2020-10-19,
12990,1318071423412285440,radioelshinta,2020-10-19,@sbyfess
12991,1318045826267033600,radioelshinta,2020-10-19,@sbyfess
12992,1318040426335653888,radioelshinta,2020-10-19,@sbyfess
12993,1317834865547517952,radioelshinta,2020-10-18,
12994,1317758396607520769,radioelshinta,2020-10-18,
13115,1298657708447432705,radioelshinta,2020-08-26,
13119,1298453035216072704,radioelshinta,2020-08-26,
13120,1298444285914705922,radioelshinta,2020-08-26,
13123,1298092674445008897,radioelshinta,2020-08-25,
13124,1298070075455356928,radioelshinta,2020-08-25,
13125,1297861023269941249,radioelshinta,2020-08-24,
13127,1297806496990814209,radioelshinta,2020-08-24,@sbyfess
13128,1297806165158457350,radioelshinta,2020-08-24,
13132,1297792821215129600,radioelshinta,2020-08-24,
13134,1297423877006491650,radioelshinta,2020-08-23,
13136,1297079811181916160,radioelshinta,2020-08-22,
13138,1296897538599968769,radioelshinta,2020-08-22,
13140,1296471792614289414,radioelshinta,2020-08-20,
13145,1295794863615557632,radioelshinta,2020-08-19,
13146,1295714849478053889,radioelshinta,2020-08-18,
13148,1294742881001906176,radioelshinta,2020-08-16,@sumsel_maju
13149,1294661529489436672,radioelshinta,2020-08-15,
13151,1294597257178656769,radioelshinta,2020-08-15,
13153,1294539377368997888,radioelshinta,2020-08-15,
13157,1294079184428347393,radioelshinta,2020-08-14,
13158,1293720969257787396,radioelshinta,2020-08-13,
13159,1293705100121108481,radioelshinta,2020-08-13,@sbyfess
13160,1293645719568441346,radioelshinta,2020-08-13,@sbyfess
13161,1293597016161832962,radioelshinta,2020-08-13,@sbyfess
13162,1293473500129239040,radioelshinta,2020-08-12,@sbyfess
13163,1293469681949450241,radioelshinta,2020-08-12,@sbyfess
13165,1293300280226766848,radioelshinta,2020-08-12,@sbyfess
13166,1293284943473152000,radioelshinta,2020-08-12,@sbyfess
13168,1293249551759892481,radioelshinta,2020-08-12,@sbyfess
13169,1293242891913932800,radioelshinta,2020-08-12,@sbyfess
13170,1293236409831051264,radioelshinta,2020-08-12,@sbyfess
13172,1293219530257252352,radioelshinta,2020-08-11,
13175,1293063970270539777,radioelshinta,2020-08-11,
13176,1293053823456403463,radioelshinta,2020-08-11,@sbyfess
13177,1293002379583877121,radioelshinta,2020-08-11,
13178,1293002202542272512,radioelshinta,2020-08-11,@sbyfess
13180,1293001808818786304,radioelshinta,2020-08-11,
13181,1292961166319210497,radioelshinta,2020-08-11,
13182,1292892041165205504,radioelshinta,2020-08-11,
13189,1291678668234743809,radioelshinta,2020-08-07,@sbyfess
13193,1291534816739909632,radioelshinta,2020-08-07,@sbyfess
13194,1291488599020408832,radioelshinta,2020-08-07,@sbyfess
13215,1378502235013832707,radioelshinta,2021-04-04,
13216,1377540484906713095,radioelshinta,2021-04-01,
13218,1377479187099910149,radioelshinta,2021-04-01,
13224,1376680060380270594,radioelshinta,2021-03-30,
13225,1376613881326407680,radioelshinta,2021-03-30,
13233,1375161813654904835,radioelshinta,2021-03-26,
13234,1375095030973489155,radioelshinta,2021-03-25,
13236,1374993644449529860,radioelshinta,2021-03-25,@RadioKatolikana
13238,1374789359266795525,radioelshinta,2021-03-25,
13242,1374028119552630790,radioelshinta,2021-03-22,@RadioKatolikana
13250,1373201590794944512,radioelshinta,2021-03-20,
13251,1373177854188396546,radioelshinta,2021-03-20,
13252,1373176252463419394,radioelshinta,2021-03-20,@sbyfess
13258,1372881425100275717,radioelshinta,2021-03-19,
13384,1361434611260170241,radioelshinta,2021-02-16,@sbyfess
13394,1360662523905626114,radioelshinta,2021-02-14,
13403,1359959139754119169,radioelshinta,2021-02-12,
13405,1359722949725491203,radioelshinta,2021-02-11,
13407,1359526790289448963,radioelshinta,2021-02-10,
13410,1358470436867088384,radioelshinta,2021-02-08,
13414,1357744277070123008,radioelshinta,2021-02-06,
13417,1356740818103529472,radioelshinta,2021-02-03,
13418,1356453994617397253,radioelshinta,2021-02-02,
13428,1355846832518090755,radioelshinta,2021-01-31,@yusufgunawan
13449,1354281358625959936,radioelshinta,2021-01-27,@sbyfess
13456,1353530683428200448,radioelshinta,2021-01-25,@sbyfess
13459,1353313503071793155,radioelshinta,2021-01-24,@sbyfess
13463,1353213372347518976,radioelshinta,2021-01-24,
13479,1351896009274650632,radioelshinta,2021-01-20,@johny2b
13490,1350809748526952449,radioelshinta,2021-01-17,@luriahaha
13504,1349892373568913408,radioelshinta,2021-01-15,@2satusembilan
13507,1349703619453456384,radioelshinta,2021-01-14,@buldande
13512,1349629826315894785,radioelshinta,2021-01-14,@dekabadai_28
13588,1346702276128169984,radioelshinta,2021-01-06,
13593,1346621506172846080,radioelshinta,2021-01-06,
13595,1346536008418951168,radioelshinta,2021-01-06,@sbyfess
13597,1346374992133410817,radioelshinta,2021-01-05,@sbyfess
13605,1345957076556603393,radioelshinta,2021-01-04,
13608,1345918259095248897,radioelshinta,2021-01-04,
13617,1344922775836786692,radioelshinta,2021-01-01,@sbyfess
13619,1344817286335533056,radioelshinta,2021-01-01,
13623,1344549327985754112,radioelshinta,2020-12-31,
13625,1344520677907263488,radioelshinta,2020-12-31,
13628,1344510750711169024,radioelshinta,2020-12-31,
13630,1344206073947848705,radioelshinta,2020-12-30,
13631,1344159065111285762,radioelshinta,2020-12-30,
13632,1343923573061107717,radioelshinta,2020-12-29,
13633,1343912624388333573,radioelshinta,2020-12-29,@sbyfess
13634,1343701706605953025,radioelshinta,2020-12-29,
13635,1343570114004729859,radioelshinta,2020-12-28,
13637,1343448090070589440,radioelshinta,2020-12-28,
13639,1343203107409338369,radioelshinta,2020-12-27,
13640,1343119246004404225,radioelshinta,2020-12-27,
13641,1343088653933760512,radioelshinta,2020-12-27,
13642,1342787575728152577,radioelshinta,2020-12-26,@sbyfess
13648,1340465770535370753,radioelshinta,2020-12-20,
13653,1339850956108787712,radioelshinta,2020-12-18,
13654,1339560635751751682,radioelshinta,2020-12-17,
13659,1339345032063537152,radioelshinta,2020-12-17,
13660,1339317179641053185,radioelshinta,2020-12-17,
13661,1339271813990211584,radioelshinta,2020-12-17,
13663,1339240529758842880,radioelshinta,2020-12-16,
13664,1339234950600564738,radioelshinta,2020-12-16,
13666,1339119883167002635,radioelshinta,2020-12-16,
13667,1338999961741000704,radioelshinta,2020-12-16,
13720,1335595170348208128,radioelshinta,2020-12-06,@tyarsibarani
13790,1326243226450333698,radioelshinta,2020-11-11,
13797,1324700691927977985,radioelshinta,2020-11-06,@sbyfess
13800,1324156767333355520,radioelshinta,2020-11-05,@sbyfess
13805,1323433803386216451,radioelshinta,2020-11-03,
13808,1323401070417043456,radioelshinta,2020-11-03,
13811,1323069828739989504,radioelshinta,2020-11-02,
13816,1321790110656995328,radioelshinta,2020-10-29,
13818,1321226640622407680,radioelshinta,2020-10-28,
13821,1320783446424211457,radioelshinta,2020-10-27,
13825,1320669504087552004,radioelshinta,2020-10-26,
13827,1320289385825234944,radioelshinta,2020-10-25,
13828,1320280656148983808,radioelshinta,2020-10-25,
13829,1319983073170132992,radioelshinta,2020-10-24,
13830,1319842482088099845,radioelshinta,2020-10-24,
13840,1319297854553243649,radioelshinta,2020-10-22,
13842,1319213178979405825,radioelshinta,2020-10-22,
13843,1319099598116274176,radioelshinta,2020-10-22,
13844,1319099553191096320,radioelshinta,2020-10-22,
13846,1319081033757872132,radioelshinta,2020-10-22,
13848,1319050834332798976,radioelshinta,2020-10-22,
13856,1318623318002462720,radioelshinta,2020-10-21,
13858,1318548615753859072,radioelshinta,2020-10-20,
13859,1318528436051214339,radioelshinta,2020-10-20,
13860,1318518576718950400,radioelshinta,2020-10-20,
13861,1318515754296201216,radioelshinta,2020-10-20,
13862,1318497408108564483,radioelshinta,2020-10-20,
13863,1318368877227593728,radioelshinta,2020-10-20,
13866,1318146540586766336,radioelshinta,2020-10-19,@sbyfess
13867,1318124293901840385,radioelshinta,2020-10-19,@sbyfess
13869,1318081426173014016,radioelshinta,2020-10-19,@sbyfess
13871,1318071423412285440,radioelshinta,2020-10-19,
13872,1318045826267033600,radioelshinta,2020-10-19,
13873,1318040426335653888,radioelshinta,2020-10-19,
13874,1317834865547517952,radioelshinta,2020-10-18,
13875,1317758396607520769,radioelshinta,2020-10-18,
13996,1298657708447432705,radioelshinta,2020-08-26,
14000,1298453035216072704,radioelshinta,2020-08-26,
14001,1298444285914705922,radioelshinta,2020-08-26,
14004,1298092674445008897,radioelshinta,2020-08-25,
14005,1298070075455356928,radioelshinta,2020-08-25,
14006,1297861023269941249,radioelshinta,2020-08-24,
14008,1297806496990814209,radioelshinta,2020-08-24,
14009,1297806165158457350,radioelshinta,2020-08-24,
14013,1297792821215129600,radioelshinta,2020-08-24,
14015,1297423877006491650,radioelshinta,2020-08-23,
14017,1297079811181916160,radioelshinta,2020-08-22,
14019,1296897538599968769,radioelshinta,2020-08-22,
14021,1296471792614289414,radioelshinta,2020-08-20,
14026,1295794863615557632,radioelshinta,2020-08-19,
14027,1295714849478053889,radioelshinta,2020-08-18,
14029,1294742881001906176,radioelshinta,2020-08-16,
14030,1294661529489436672,radioelshinta,2020-08-15,
14032,1294597257178656769,radioelshinta,2020-08-15,
14034,1294539377368997888,radioelshinta,2020-08-15,
14038,1294079184428347393,radioelshinta,2020-08-14,
14039,1293720969257787396,radioelshinta,2020-08-13,@sbyfess
14040,1293705100121108481,radioelshinta,2020-08-13,@sbyfess
14041,1293645719568441346,radioelshinta,2020-08-13,@sbyfess
14042,1293597016161832962,radioelshinta,2020-08-13,@sbyfess
14043,1293473500129239040,radioelshinta,2020-08-12,@sbyfess
14044,1293469681949450241,radioelshinta,2020-08-12,@sbyfess
14046,1293300280226766848,radioelshinta,2020-08-12,@sbyfess
14047,1293284943473152000,radioelshinta,2020-08-12,@sbyfess
14049,1293249551759892481,radioelshinta,2020-08-12,@sbyfess
14050,1293242891913932800,radioelshinta,2020-08-12,@sbyfess
14051,1293236409831051264,radioelshinta,2020-08-12,@sbyfess
14053,1293219530257252352,radioelshinta,2020-08-11,@sbyfess
14056,1293063970270539777,radioelshinta,2020-08-11,@sbyfess
14057,1293053823456403463,radioelshinta,2020-08-11,@sbyfess
14058,1293002379583877121,radioelshinta,2020-08-11,
14059,1293002202542272512,radioelshinta,2020-08-11,@sbyfess
14061,1293001808818786304,radioelshinta,2020-08-11,
14062,1292961166319210497,radioelshinta,2020-08-11,
14063,1292892041165205504,radioelshinta,2020-08-11,@sbyfess
14070,1291678668234743809,radioelshinta,2020-08-07,@sbyfess
14074,1291534816739909632,radioelshinta,2020-08-07,@sbyfess
14075,1291488599020408832,radioelshinta,2020-08-07,@sbyfess
14117,1374993644449529860,radioelshinta,2021-03-25,
14123,1374028119552630790,radioelshinta,2021-03-22,
14133,1373176252463419394,radioelshinta,2021-03-20,@RadioKatolikana
14139,1372881425100275717,radioelshinta,2021-03-19,
14265,1361434611260170241,radioelshinta,2021-02-16,@sbyfess
14284,1359959139754119169,radioelshinta,2021-02-12,
14286,1359722949725491203,radioelshinta,2021-02-11,
14288,1359526790289448963,radioelshinta,2021-02-10,
14291,1358470436867088384,radioelshinta,2021-02-08,
14295,1357744277070123008,radioelshinta,2021-02-06,@sbyfess
14298,1356740818103529472,radioelshinta,2021-02-03,
14299,1356453994617397253,radioelshinta,2021-02-02,@sbyfess
14309,1355846832518090755,radioelshinta,2021-01-31,
14330,1354281358625959936,radioelshinta,2021-01-27,
14337,1353530683428200448,radioelshinta,2021-01-25,@sbyfess
14340,1353313503071793155,radioelshinta,2021-01-24,
14344,1353213372347518976,radioelshinta,2021-01-24,
14360,1351896009274650632,radioelshinta,2021-01-20,@DaniMaliq
14371,1350809748526952449,radioelshinta,2021-01-17,@aqratea
14385,1349892373568913408,radioelshinta,2021-01-15,@IanSalim
14388,1349703619453456384,radioelshinta,2021-01-14,@mygracepa
14393,1349629826315894785,radioelshinta,2021-01-14,@intreelude
14474,1346621506172846080,radioelshinta,2021-01-06,
14476,1346536008418951168,radioelshinta,2021-01-06,
14478,1346374992133410817,radioelshinta,2021-01-05,
14486,1345957076556603393,radioelshinta,2021-01-04,
14489,1345918259095248897,radioelshinta,2021-01-04,
14498,1344922775836786692,radioelshinta,2021-01-01,@sbyfess
14500,1344817286335533056,radioelshinta,2021-01-01,
14504,1344549327985754112,radioelshinta,2020-12-31,
14506,1344520677907263488,radioelshinta,2020-12-31,
14509,1344510750711169024,radioelshinta,2020-12-31,
14511,1344206073947848705,radioelshinta,2020-12-30,
14512,1344159065111285762,radioelshinta,2020-12-30,
14513,1343923573061107717,radioelshinta,2020-12-29,
14514,1343912624388333573,radioelshinta,2020-12-29,
14516,1343570114004729859,radioelshinta,2020-12-28,
14522,1343088653933760512,radioelshinta,2020-12-27,
14523,1342787575728152577,radioelshinta,2020-12-26,
14540,1339345032063537152,radioelshinta,2020-12-17,
14544,1339240529758842880,radioelshinta,2020-12-16,
14547,1339119883167002635,radioelshinta,2020-12-16,
14548,1338999961741000704,radioelshinta,2020-12-16,
14601,1335595170348208128,radioelshinta,2020-12-06,@BambangNindito
14678,1324700691927977985,radioelshinta,2020-11-06,
14681,1324156767333355520,radioelshinta,2020-11-05,
14686,1323433803386216451,radioelshinta,2020-11-03,
14689,1323401070417043456,radioelshinta,2020-11-03,
14692,1323069828739989504,radioelshinta,2020-11-02,
14697,1321790110656995328,radioelshinta,2020-10-29,
14699,1321226640622407680,radioelshinta,2020-10-28,
14702,1320783446424211457,radioelshinta,2020-10-27,
14706,1320669504087552004,radioelshinta,2020-10-26,
14708,1320289385825234944,radioelshinta,2020-10-25,
14709,1320280656148983808,radioelshinta,2020-10-25,
14710,1319983073170132992,radioelshinta,2020-10-24,
14711,1319842482088099845,radioelshinta,2020-10-24,
14721,1319297854553243649,radioelshinta,2020-10-22,
14729,1319050834332798976,radioelshinta,2020-10-22,
14737,1318623318002462720,radioelshinta,2020-10-21,
14739,1318548615753859072,radioelshinta,2020-10-20,
14740,1318528436051214339,radioelshinta,2020-10-20,
14741,1318518576718950400,radioelshinta,2020-10-20,
14742,1318515754296201216,radioelshinta,2020-10-20,
14743,1318497408108564483,radioelshinta,2020-10-20,
14744,1318368877227593728,radioelshinta,2020-10-20,
14747,1318146540586766336,radioelshinta,2020-10-19,
14748,1318124293901840385,radioelshinta,2020-10-19,
14750,1318081426173014016,radioelshinta,2020-10-19,@sbyfess
14752,1318071423412285440,radioelshinta,2020-10-19,
